order_id,order_date,state,region,product_name,price,quantity,discount,revenue
127,2023-11-08,Gujarat,West,Refrigerator,29161,2,20,46657.600000000006
128,2023-09-13,Uttar Pradesh,North,Smartphone,27850,3,0,83550.0
129,2023-12-08,Gujarat,West,TV,5595,3,5,15945.75
130,2023-04-04,Delhi,North,Smartphone,18729,4,0,74916.0
131,2023-03-28,Karnataka,South,AC,25006,4,10,90021.6
132,2023-01-12,Karnataka,South,Fan,17497,2,15,29744.899999999998
133,2023-08-19,Karnataka,South,Fan,9501,5,20,38004.0
134,2023-04-12,Tamil Nadu,South,Laptop,14062,4,5,53435.6
135,2023-08-12,Tamil Nadu,South,AC,29637,2,20,47419.200000000004
136,2023-07-21,West Bengal,East,Headphones,3970,3,0,11910.0
137,2023-02-28,Gujarat,West,Refrigerator,24596,3,20,59030.4
138,2023-12-08,Maharashtra,West,Refrigerator,20493,2,15,34838.1
139,2023-09-13,Tamil Nadu,South,AC,7743,2,20,12388.800000000001
140,2023-08-02,Karnataka,South,AC,25041,2,20,40065.600000000006
141,2023-05-05,Tamil Nadu,South,Laptop,7056,4,0,28224.0
142,2023-04-20,Gujarat,West,Mixer,8848,2,10,15926.4
143,2023-07-26,Gujarat,West,TV,16627,2,20,26603.2
144,2023-04-24,Gujarat,West,TV,26803,4,15,91130.2
145,2023-10-01,Gujarat,West,Mixer,6059,3,5,17268.149999999998
146,2023-12-22,Delhi,North,Winter Jacket,18036,2,15,30661.2
147,2023-06-06,Maharashtra,West,Refrigerator,29502,1,0,29502.0
148,2023-05-13,Gujarat,West,TV,4637,4,20,14838.400000000001
149,2023-02-16,West Bengal,East,Headphones,28716,3,0,86148.0
150,2023-09-06,Tamil Nadu,South,Fan,1635,4,5,6213.0
151,2023-08-11,Karnataka,South,Laptop,20926,1,0,20926.0
152,2023-10-26,Maharashtra,West,TV,13748,3,5,39181.799999999996
153,2023-05-27,West Bengal,East,Tablet,9329,4,10,33584.4
154,2023-04-03,Maharashtra,West,Refrigerator,23610,3,20,56664.0
155,2023-02-10,Maharashtra,West,TV,11408,1,10,10267.2
156,2023-04-15,Tamil Nadu,South,Fan,15581,5,15,66219.25
157,2023-06-05,Tamil Nadu,South,AC,25589,3,20,61413.600000000006
158,2023-08-05,Karnataka,South,AC,29928,3,20,71827.2
159,2023-07-09,Maharashtra,West,TV,14955,3,5,42621.75
160,2023-03-29,Gujarat,West,TV,14222,4,15,48354.799999999996
161,2023-10-12,West Bengal,East,Headphones,22767,3,0,68301.0
162,2023-11-04,Maharashtra,West,Mixer,20302,3,5,57860.7
163,2023-09-13,Tamil Nadu,South,AC,2394,4,0,9576.0
164,2023-03-29,Uttar Pradesh,North,Heater,1352,4,10,4867.2
165,2023-10-14,Tamil Nadu,South,AC,5775,2,5,10972.5
166,2023-10-02,Delhi,North,Winter Jacket,16822,2,5,31961.8
167,2023-06-18,Maharashtra,West,Refrigerator,23033,4,5,87525.4
168,2023-11-03,Delhi,North,Winter Jacket,15580,3,15,39729.0
169,2023-12-15,Gujarat,West,Refrigerator,19088,2,10,34358.4
170,2023-12-07,Uttar Pradesh,North,Smartphone,10984,3,5,31304.399999999998
171,2023-06-21,Delhi,North,Smartphone,3031,4,10,10911.6
172,2023-10-06,Gujarat,West,Refrigerator,22985,2,0,45970.0
173,2023-09-27,Delhi,North,Smartphone,22362,2,20,35779.200000000004
174,2023-08-05,Delhi,North,Winter Jacket,14664,3,10,39592.8
175,2023-01-18,West Bengal,East,Headphones,9445,1,20,7556.0
176,2023-06-29,Gujarat,West,Mixer,7723,2,20,12356.800000000001
177,2023-03-19,Tamil Nadu,South,Laptop,18742,2,10,33735.6
178,2023-11-09,Gujarat,West,Mixer,27160,4,20,86912.0
179,2023-02-11,Tamil Nadu,South,Laptop,5665,5,10,25492.5
180,2023-11-20,West Bengal,East,Mobile,10107,2,10,18192.600000000002
181,2023-11-15,Maharashtra,West,Mixer,12393,3,10,33461.1
182,2023-09-29,Gujarat,West,TV,26771,1,15,22755.35
183,2023-06-03,Tamil Nadu,South,Fan,19689,5,25,73833.75
184,2023-01-28,Uttar Pradesh,North,Smartphone,14492,2,25,21738.0
185,2023-11-25,Maharashtra,West,Refrigerator,20738,5,10,93321.0
186,2023-07-01,Karnataka,South,AC,19873,4,5,75517.4
187,2023-04-20,Tamil Nadu,South,AC,9195,2,0,18390.0
188,2023-04-19,Gujarat,West,TV,22658,1,20,18126.4
189,2023-04-29,Uttar Pradesh,North,Smartphone,25319,4,10,91148.40000000001
190,2023-05-07,Uttar Pradesh,North,Winter Jacket,13801,2,5,26221.899999999998
191,2023-03-01,West Bengal,East,Mobile,16832,1,5,15990.4
192,2023-03-10,Uttar Pradesh,North,Winter Jacket,12931,4,15,43965.4
193,2023-02-18,Tamil Nadu,South,Fan,12422,5,15,52793.5
194,2023-01-18,West Bengal,East,Tablet,2085,3,10,5629.5
195,2023-09-12,Tamil Nadu,South,Laptop,7220,1,10,6498.0
196,2023-11-09,Maharashtra,West,TV,21578,1,5,20499.1
197,2023-09-09,Uttar Pradesh,North,Heater,28349,4,20,90716.8
198,2023-09-24,Karnataka,South,AC,12579,5,10,56605.5
199,2023-03-18,Gujarat,West,TV,26856,5,5,127566.0
200,2023-05-13,Gujarat,West,TV,13267,2,20,21227.2
201,2023-09-26,West Bengal,East,Mobile,2482,4,20,7942.400000000001
202,2023-08-16,Delhi,North,Winter Jacket,1135,3,10,3064.5
203,2023-11-11,Tamil Nadu,South,Laptop,12622,4,10,45439.200000000004
204,2023-12-11,Uttar Pradesh,North,Smartphone,8422,2,10,15159.6
205,2023-04-04,Karnataka,South,AC,22235,2,10,40023.0
206,2023-06-19,West Bengal,East,Headphones,28327,1,15,24077.95
207,2023-10-18,Uttar Pradesh,North,Heater,18173,1,10,16355.7
208,2023-05-31,Maharashtra,West,Refrigerator,20891,1,10,18801.9
209,2023-10-25,Karnataka,South,Fan,4767,1,0,4767.0
210,2023-07-23,Karnataka,South,AC,24093,4,5,91553.4
211,2023-02-12,Maharashtra,West,TV,22814,5,25,85552.5
212,2023-08-16,Tamil Nadu,South,Fan,13941,4,15,47399.4
213,2023-03-12,Gujarat,West,Refrigerator,921,3,5,2624.85
214,2023-03-07,Karnataka,South,Fan,20200,4,5,76760.0
215,2023-07-24,Gujarat,West,TV,10712,3,0,32136.0
216,2023-07-14,Maharashtra,West,TV,13231,4,10,47631.6
217,2023-07-26,Uttar Pradesh,North,Heater,29614,4,20,94764.8
218,2023-10-24,Maharashtra,West,Refrigerator,6428,4,0,25712.0
219,2023-09-30,West Bengal,East,Mobile,16790,2,25,25185.0
220,2023-11-14,West Bengal,East,Tablet,8713,4,20,27881.600000000002
221,2023-11-05,Uttar Pradesh,North,Winter Jacket,5145,5,5,24438.75
222,2023-12-08,Gujarat,West,Mixer,28169,2,5,53521.1
223,2023-06-24,West Bengal,East,Headphones,23639,2,20,37822.4
224,2023-12-22,Tamil Nadu,South,AC,4425,1,10,3982.5
225,2023-05-14,Karnataka,South,Fan,19056,5,10,85752.0
226,2023-11-18,Delhi,North,Smartphone,18536,2,5,35218.4
227,2023-09-01,Uttar Pradesh,North,Winter Jacket,24726,3,0,74178.0
228,2023-09-01,Gujarat,West,TV,4406,4,15,14980.4
229,2023-03-05,Karnataka,South,Laptop,23684,3,5,67499.4
230,2023-02-24,Gujarat,West,TV,24398,1,20,19518.4
231,2023-05-31,Uttar Pradesh,North,Smartphone,14395,3,20,34548.0
232,2023-12-18,West Bengal,East,Headphones,29799,3,10,80457.3
233,2023-02-15,Maharashtra,West,Refrigerator,22282,2,0,44564.0
234,2023-03-08,Delhi,North,Winter Jacket,11124,2,0,22248.0
235,2023-12-22,Karnataka,South,AC,20343,1,10,18308.7
236,2023-10-27,Maharashtra,West,Mixer,3113,1,5,2957.35
237,2023-08-29,West Bengal,East,Mobile,11619,4,10,41828.4
238,2023-11-16,Delhi,North,Smartphone,20157,2,15,34266.9
239,2023-02-16,Tamil Nadu,South,Laptop,3086,3,10,8332.2
240,2023-08-22,Gujarat,West,TV,23527,1,20,18821.600000000002
241,2023-08-08,Uttar Pradesh,North,Smartphone,6381,4,10,22971.600000000002
242,2023-10-05,Gujarat,West,Mixer,20723,4,15,70458.2
243,2023-09-20,Tamil Nadu,South,AC,8846,3,20,21230.4
244,2023-12-30,Tamil Nadu,South,Fan,17679,4,15,60108.6
245,2023-04-22,Gujarat,West,Mixer,16598,2,20,26556.800000000003
246,2023-04-30,Gujarat,West,Mixer,23876,3,15,60883.799999999996
247,2023-11-11,Karnataka,South,Laptop,21191,4,25,63573.0
248,2023-06-14,Tamil Nadu,South,Laptop,3797,2,10,6834.6
249,2023-03-16,Gujarat,West,Mixer,11566,4,10,41637.6
250,2023-12-22,Tamil Nadu,South,Laptop,1300,2,10,2340.0
251,2023-11-30,Gujarat,West,Mixer,18609,1,5,17678.55
252,2023-11-20,Uttar Pradesh,North,Winter Jacket,26180,1,15,22253.0
253,2023-10-15,Maharashtra,West,TV,16467,5,25,61751.25
254,2023-06-14,Uttar Pradesh,North,Heater,10238,1,15,8702.3
255,2023-08-22,Tamil Nadu,South,AC,29359,1,0,29359.0
256,2023-10-22,Uttar Pradesh,North,Heater,12819,5,10,57685.5
257,2023-05-30,Karnataka,South,Fan,12271,1,20,9816.800000000001
258,2023-08-28,Uttar Pradesh,North,Heater,27945,3,10,75451.5
259,2023-08-03,Gujarat,West,Mixer,2899,4,15,9856.6
260,2023-09-25,Tamil Nadu,South,Fan,17185,4,0,68740.0
261,2023-12-08,West Bengal,East,Headphones,22955,1,0,22955.0
262,2023-03-07,Uttar Pradesh,North,Heater,16381,2,15,27847.7
263,2023-05-03,Tamil Nadu,South,AC,2627,1,5,2495.65
264,2023-08-08,Uttar Pradesh,North,Smartphone,16444,4,20,52620.8
265,2023-12-18,West Bengal,East,Tablet,24973,3,20,59935.200000000004
266,2023-01-12,Gujarat,West,Refrigerator,26554,1,15,22570.899999999998
267,2023-04-20,West Bengal,East,Headphones,5991,4,10,21567.600000000002
268,2023-12-14,Delhi,North,Smartphone,4424,4,10,15926.4
269,2023-03-22,West Bengal,East,Mobile,8740,3,0,26220.0
270,2023-05-13,Karnataka,South,Fan,16205,4,25,48615.0
271,2023-03-08,West Bengal,East,Tablet,3920,3,15,9996.0
272,2023-10-15,Gujarat,West,Mixer,4290,2,10,7722.0
273,2023-01-22,West Bengal,East,Mobile,16364,4,25,49092.0
274,2023-08-20,West Bengal,East,Tablet,24332,3,20,58396.8
275,2023-03-27,Tamil Nadu,South,Fan,19946,1,5,18948.7
276,2023-02-24,West Bengal,East,Headphones,22473,1,5,21349.35
277,2023-09-02,Tamil Nadu,South,AC,18898,2,10,34016.4
278,2023-01-24,Delhi,North,Smartphone,19431,1,20,15544.800000000001
279,2023-09-23,Maharashtra,West,TV,3574,4,15,12151.6
280,2023-04-21,Tamil Nadu,South,AC,13713,3,5,39082.049999999996
281,2023-02-21,Uttar Pradesh,North,Winter Jacket,28023,3,15,71458.65
282,2023-12-06,Maharashtra,West,Refrigerator,16286,1,5,15471.699999999999
283,2023-02-01,Delhi,North,Heater,26096,2,0,52192.0
284,2023-02-22,Uttar Pradesh,North,Smartphone,21853,1,15,18575.05
285,2023-04-13,Maharashtra,West,Mixer,808,1,5,767.5999999999999
286,2023-09-20,Uttar Pradesh,North,Heater,26953,2,0,53906.0
287,2023-03-02,Maharashtra,West,Mixer,9875,4,5,37525.0
288,2023-03-14,Uttar Pradesh,North,Heater,28455,2,20,45528.0
289,2023-04-12,Maharashtra,West,TV,18924,4,15,64341.6
290,2023-10-14,Tamil Nadu,South,AC,27565,3,20,66156.0
291,2023-12-10,Tamil Nadu,South,AC,9707,5,10,43681.5
292,2023-07-10,Gujarat,West,Mixer,1142,3,0,3426.0
293,2023-10-22,Uttar Pradesh,North,Winter Jacket,18677,5,10,84046.5
294,2023-07-30,Karnataka,South,Laptop,14854,3,20,35649.6
295,2023-02-20,Gujarat,West,TV,12643,3,20,30343.2
296,2023-02-20,West Bengal,East,Headphones,9533,4,0,38132.0
297,2023-10-12,Gujarat,West,Mixer,27294,2,5,51858.6
298,2023-03-13,Delhi,North,Smartphone,28915,1,0,28915.0
299,2023-09-20,Delhi,North,Heater,525,2,15,892.5
300,2023-02-03,Uttar Pradesh,North,Winter Jacket,15462,2,15,26285.399999999998
301,2023-08-18,Maharashtra,West,TV,12758,3,5,36360.299999999996
302,2023-10-23,Uttar Pradesh,North,Smartphone,2611,3,0,7833.0
303,2023-08-07,Tamil Nadu,South,AC,29659,1,5,28176.05
304,2023-10-29,West Bengal,East,Mobile,10597,2,25,15895.5
305,2023-10-29,Tamil Nadu,South,Fan,8175,3,20,19620.0
306,2023-12-13,Maharashtra,West,TV,27738,1,15,23577.3
307,2023-10-16,Tamil Nadu,South,Laptop,12581,3,5,35855.85
308,2023-06-15,West Bengal,East,Tablet,25851,4,0,103404.0
309,2023-07-03,Uttar Pradesh,North,Heater,1304,4,5,4955.2
310,2023-01-17,West Bengal,East,Headphones,9011,1,5,8560.449999999999
311,2023-07-20,Karnataka,South,Fan,6895,3,15,17582.25
312,2023-12-18,Delhi,North,Heater,24274,2,15,41265.799999999996
313,2023-04-23,Gujarat,West,Refrigerator,24530,4,20,78496.0
314,2023-01-14,Delhi,North,Smartphone,28201,4,5,107163.79999999999
315,2023-04-22,Karnataka,South,Fan,14776,5,10,66492.0
316,2023-09-17,Gujarat,West,Refrigerator,24820,3,20,59568.0
317,2023-07-26,Maharashtra,West,TV,10647,4,0,42588.0
318,2023-05-07,Maharashtra,West,TV,2781,3,10,7508.7
319,2023-12-22,Karnataka,South,AC,29241,3,5,83336.84999999999
320,2023-12-04,Delhi,North,Winter Jacket,10660,2,20,17056.0
321,2023-09-25,Gujarat,West,Mixer,11919,2,5,22646.1
322,2023-06-12,Tamil Nadu,South,AC,19618,1,0,19618.0
323,2023-11-10,Tamil Nadu,South,AC,6576,2,15,11179.199999999999
324,2023-12-06,Maharashtra,West,Refrigerator,20542,4,0,82168.0
325,2023-03-26,West Bengal,East,Tablet,5327,4,20,17046.4
326,2023-06-28,Maharashtra,West,Mixer,9868,3,5,28123.8
327,2023-07-02,Maharashtra,West,TV,10059,4,15,34200.6
328,2023-01-31,Tamil Nadu,South,AC,15266,4,10,54957.6
329,2023-06-21,Maharashtra,West,Mixer,17667,1,10,15900.300000000001
330,2023-11-02,Uttar Pradesh,North,Heater,7530,4,0,30120.0
331,2023-03-06,Tamil Nadu,South,Laptop,1673,4,0,6692.0
332,2023-06-07,Gujarat,West,Refrigerator,27424,1,15,23310.399999999998
333,2023-10-06,Karnataka,South,AC,1261,4,5,4791.8
334,2023-12-22,West Bengal,East,Headphones,26980,4,10,97128.0
335,2023-05-20,West Bengal,East,Tablet,23733,5,5,112731.75
336,2023-02-24,Uttar Pradesh,North,Winter Jacket,11617,3,5,33108.45
337,2023-02-15,Delhi,North,Winter Jacket,11658,4,10,41968.8
338,2023-01-02,Karnataka,South,AC,24983,2,0,49966.0
339,2023-03-13,Karnataka,South,Fan,25590,1,5,24310.5
340,2023-04-19,Tamil Nadu,South,AC,26174,3,20,62817.600000000006
341,2023-03-05,Gujarat,West,TV,26229,2,5,49835.1
342,2023-11-24,West Bengal,East,Headphones,29304,3,5,83516.4
343,2023-11-06,Uttar Pradesh,North,Heater,10764,1,5,10225.8
344,2023-05-24,Maharashtra,West,Refrigerator,8339,4,0,33356.0
345,2023-07-04,Maharashtra,West,TV,19070,1,10,17163.0
346,2023-07-16,Uttar Pradesh,North,Smartphone,27643,2,5,52521.7
347,2023-08-18,West Bengal,East,Mobile,24953,1,10,22457.7
348,2023-10-03,Maharashtra,West,Mixer,16744,3,0,50232.0
349,2023-08-23,Uttar Pradesh,North,Heater,20802,4,5,79047.59999999999
350,2023-10-29,Maharashtra,West,Mixer,28554,4,10,102794.40000000001
351,2023-05-26,Maharashtra,West,Refrigerator,1511,2,0,3022.0
352,2023-05-22,Delhi,North,Smartphone,20260,1,5,19247.0
353,2023-09-27,Maharashtra,West,Refrigerator,22639,2,10,40750.200000000004
354,2023-12-04,Delhi,North,Smartphone,26979,2,0,53958.0
355,2023-06-13,Karnataka,South,AC,10938,4,0,43752.0
356,2023-01-22,Maharashtra,West,TV,29836,3,5,85032.59999999999
357,2023-07-06,Maharashtra,West,TV,12430,4,15,42262.0
358,2023-07-01,Maharashtra,West,TV,16561,2,25,24841.5
359,2023-01-21,Karnataka,South,AC,20761,4,20,66435.2
360,2023-10-19,Maharashtra,West,Refrigerator,1409,3,15,3592.95
361,2023-03-23,Delhi,North,Heater,6168,1,10,5551.2
362,2023-10-28,Uttar Pradesh,North,Heater,10411,5,20,41644.0
363,2023-07-22,West Bengal,East,Tablet,20694,3,15,52769.7
364,2023-03-07,Tamil Nadu,South,Laptop,28074,4,5,106681.2
365,2023-01-20,Tamil Nadu,South,Laptop,23880,4,0,95520.0
366,2023-02-02,Delhi,North,Winter Jacket,20341,3,15,51869.549999999996
367,2023-05-07,Karnataka,South,Fan,23044,3,5,65675.4
368,2023-08-28,Maharashtra,West,TV,28688,3,10,77457.6
369,2023-03-05,Uttar Pradesh,North,Smartphone,19063,3,25,42891.75
370,2023-07-21,Maharashtra,West,Mixer,24737,4,20,79158.40000000001
371,2023-01-06,Uttar Pradesh,North,Heater,19209,2,15,32655.3
372,2023-07-28,Uttar Pradesh,North,Winter Jacket,5937,4,0,23748.0
373,2023-11-06,Karnataka,South,Fan,5183,4,20,16585.600000000002
374,2023-04-24,Tamil Nadu,South,AC,16269,3,20,39045.6
375,2023-04-22,Delhi,North,Heater,653,4,25,1959.0
376,2023-05-06,Maharashtra,West,Mixer,9406,3,10,25396.2
377,2023-08-25,Tamil Nadu,South,Fan,13040,3,20,31296.0
378,2023-07-26,Tamil Nadu,South,Laptop,21210,2,0,42420.0
379,2023-10-30,Uttar Pradesh,North,Winter Jacket,14763,1,5,14024.849999999999
380,2023-09-02,Tamil Nadu,South,AC,16058,4,10,57808.8
381,2023-12-21,West Bengal,East,Mobile,22364,2,15,38018.799999999996
382,2023-04-10,Uttar Pradesh,North,Winter Jacket,4400,3,15,11220.0
383,2023-02-05,Gujarat,West,TV,5050,2,25,7575.0
384,2023-04-03,Uttar Pradesh,North,Winter Jacket,24678,2,0,49356.0
385,2023-02-11,Tamil Nadu,South,Fan,18019,2,25,27028.5
386,2023-11-12,Uttar Pradesh,North,Heater,10911,2,5,20730.899999999998
387,2023-01-10,Tamil Nadu,South,Laptop,20357,4,15,69213.8
388,2023-12-27,Karnataka,South,AC,26804,4,15,91133.59999999999
389,2023-07-13,Maharashtra,West,Refrigerator,29561,2,15,50253.7
390,2023-10-20,Uttar Pradesh,North,Heater,22692,1,5,21557.399999999998
391,2023-04-08,Maharashtra,West,TV,29038,4,5,110344.4
