order_id,order_date,state,region,product_name,price,quantity,discount,revenue,month,cost,profit
132,2023-01-12,Karnataka,South,Fan,17497,2,15,29744.9,1,12247.9,10498.2
133,2023-08-19,Karnataka,South,Fan,9501,5,20,38004.0,8,6650.7,14251.5
134,2023-04-12,Tamil Nadu,South,Laptop,14062,4,5,53435.6,4,9843.4,16874.4
135,2023-08-12,Tamil Nadu,South,AC,29637,2,20,47419.2,8,20745.899999999998,17782.200000000004
136,2023-07-21,West Bengal,East,Headphones,3970,3,0,11910.0,7,2779.0,3573.0
137,2023-02-28,Gujarat,West,Refrigerator,24596,3,20,59030.4,2,17217.199999999997,22136.40000000001
138,2023-12-08,Maharashtra,West,Refrigerator,20493,2,15,34838.1,12,14345.099999999999,12295.800000000003
139,2023-09-13,Tamil Nadu,South,AC,7743,2,20,12388.8,9,5420.099999999999,4645.800000000001
140,2023-08-02,Karnataka,South,AC,25041,2,20,40065.600000000006,8,17528.699999999997,15024.600000000006
141,2023-05-05,Tamil Nadu,South,Laptop,7056,4,0,28224.0,5,4939.2,8467.2
142,2023-04-20,Gujarat,West,Mixer,8848,2,10,15926.4,4,6193.599999999999,5308.800000000001
143,2023-07-26,Gujarat,West,TV,16627,2,20,26603.2,7,11638.9,9976.2
144,2023-04-24,Gujarat,West,TV,26803,4,15,91130.2,4,18762.1,32163.600000000006
145,2023-10-01,Gujarat,West,Mixer,6059,3,5,17268.149999999998,10,4241.3,5453.099999999999
146,2023-12-22,Delhi,North,Winter Jacket,18036,2,15,30661.2,12,12625.199999999999,10821.600000000002
147,2023-06-06,Maharashtra,West,Refrigerator,29502,1,0,29502.0,6,20651.399999999998,8850.600000000002
148,2023-05-13,Gujarat,West,TV,4637,4,20,14838.4,5,3245.8999999999996,5564.4000000000015
149,2023-02-16,West Bengal,East,Headphones,28716,3,0,86148.0,2,20101.199999999997,25844.40000000001
150,2023-09-06,Tamil Nadu,South,Fan,1635,4,5,6213.0,9,1144.5,1962.0
151,2023-08-11,Karnataka,South,Laptop,20926,1,0,20926.0,8,14648.199999999999,6277.800000000001
152,2023-10-26,Maharashtra,West,TV,13748,3,5,39181.8,10,9623.599999999999,12373.200000000004
153,2023-05-27,West Bengal,East,Tablet,9329,4,10,33584.4,5,6530.299999999999,11194.800000000003
154,2023-04-03,Maharashtra,West,Refrigerator,23610,3,20,56664.0,4,16527.0,21249.0
155,2023-02-10,Maharashtra,West,TV,11408,1,10,10267.2,2,7985.599999999999,3422.4000000000005
156,2023-04-15,Tamil Nadu,South,Fan,15581,5,15,66219.25,4,10906.699999999999,23371.500000000007
157,2023-06-05,Tamil Nadu,South,AC,25589,3,20,61413.600000000006,6,17912.3,23030.100000000002
158,2023-08-05,Karnataka,South,AC,29928,3,20,71827.2,8,20949.6,26935.200000000004
159,2023-07-09,Maharashtra,West,TV,14955,3,5,42621.75,7,10468.5,13459.5
160,2023-03-29,Gujarat,West,TV,14222,4,15,48354.8,3,9955.4,17066.4
161,2023-10-12,West Bengal,East,Headphones,22767,3,0,68301.0,10,15936.9,20490.300000000003
162,2023-11-04,Maharashtra,West,Mixer,20302,3,5,57860.7,11,14211.4,18271.800000000003
163,2023-09-13,Tamil Nadu,South,AC,2394,4,0,9576.0,9,1675.8,2872.8
164,2023-03-29,Uttar Pradesh,North,Heater,1352,4,10,4867.2,3,946.4,1622.4
165,2023-10-14,Tamil Nadu,South,AC,5775,2,5,10972.5,10,4042.4999999999995,3465.000000000001
166,2023-10-02,Delhi,North,Winter Jacket,16822,2,5,31961.8,10,11775.4,10093.2
167,2023-06-18,Maharashtra,West,Refrigerator,23033,4,5,87525.4,6,16123.099999999999,27639.600000000006
168,2023-11-03,Delhi,North,Winter Jacket,15580,3,15,39729.0,11,10906.0,14022.0
169,2023-12-15,Gujarat,West,Refrigerator,19088,2,10,34358.4,12,13361.599999999999,11452.800000000003
170,2023-12-07,Uttar Pradesh,North,Smartphone,10984,3,5,31304.4,12,7688.799999999999,9885.600000000002
171,2023-06-21,Delhi,North,Smartphone,3031,4,10,10911.6,6,2121.7,3637.2000000000007
172,2023-10-06,Gujarat,West,Refrigerator,22985,2,0,45970.0,10,16089.499999999998,13791.000000000004
173,2023-09-27,Delhi,North,Smartphone,22362,2,20,35779.200000000004,9,15653.4,13417.2
174,2023-08-05,Delhi,North,Winter Jacket,14664,3,10,39592.8,8,10264.8,13197.600000000002
175,2023-01-18,West Bengal,East,Headphones,9445,1,20,7556.0,1,6611.5,2833.5
176,2023-06-29,Gujarat,West,Mixer,7723,2,20,12356.8,6,5406.099999999999,4633.800000000001
177,2023-03-19,Tamil Nadu,South,Laptop,18742,2,10,33735.6,3,13119.4,11245.2
178,2023-11-09,Gujarat,West,Mixer,27160,4,20,86912.0,11,19012.0,32592.0
179,2023-02-11,Tamil Nadu,South,Laptop,5665,5,10,25492.5,2,3965.4999999999995,8497.500000000002
180,2023-11-20,West Bengal,East,Mobile,10107,2,10,18192.6,11,7074.9,6064.200000000001
181,2023-11-15,Maharashtra,West,Mixer,12393,3,10,33461.1,11,8675.099999999999,11153.700000000004
182,2023-09-29,Gujarat,West,TV,26771,1,15,22755.35,9,18739.699999999997,8031.300000000003
183,2023-06-03,Tamil Nadu,South,Fan,19689,5,25,73833.75,6,13782.3,29533.500000000004
184,2023-01-28,Uttar Pradesh,North,Smartphone,14492,2,25,21738.0,1,10144.4,8695.2
185,2023-11-25,Maharashtra,West,Refrigerator,20738,5,10,93321.0,11,14516.599999999999,31107.000000000007
186,2023-07-01,Karnataka,South,AC,19873,4,5,75517.4,7,13911.099999999999,23847.600000000006
187,2023-04-20,Tamil Nadu,South,AC,9195,2,0,18390.0,4,6436.5,5517.0
188,2023-04-19,Gujarat,West,TV,22658,1,20,18126.4,4,15860.599999999999,6797.4000000000015
189,2023-04-29,Uttar Pradesh,North,Smartphone,25319,4,10,91148.4,4,17723.3,30382.800000000003
190,2023-05-07,Uttar Pradesh,North,Winter Jacket,13801,2,5,26221.9,5,9660.699999999999,8280.600000000002
191,2023-03-01,West Bengal,East,Mobile,16832,1,5,15990.4,3,11782.4,5049.6
192,2023-03-10,Uttar Pradesh,North,Winter Jacket,12931,4,15,43965.4,3,9051.699999999999,15517.200000000004
193,2023-02-18,Tamil Nadu,South,Fan,12422,5,15,52793.5,2,8695.4,18633.0
194,2023-01-18,West Bengal,East,Tablet,2085,3,10,5629.5,1,1459.5,1876.5
195,2023-09-12,Tamil Nadu,South,Laptop,7220,1,10,6498.0,9,5054.0,2166.0
196,2023-11-09,Maharashtra,West,TV,21578,1,5,20499.1,11,15104.599999999999,6473.4000000000015
197,2023-09-09,Uttar Pradesh,North,Heater,28349,4,20,90716.8,9,19844.3,34018.8
198,2023-09-24,Karnataka,South,AC,12579,5,10,56605.5,9,8805.3,18868.500000000004
199,2023-03-18,Gujarat,West,TV,26856,5,5,127566.0,3,18799.199999999997,40284.000000000015
200,2023-05-13,Gujarat,West,TV,13267,2,20,21227.2,5,9286.9,7960.200000000001
201,2023-09-26,West Bengal,East,Mobile,2482,4,20,7942.400000000001,9,1737.3999999999999,2978.4000000000005
202,2023-08-16,Delhi,North,Winter Jacket,1135,3,10,3064.5,8,794.5,1021.5
203,2023-11-11,Tamil Nadu,South,Laptop,12622,4,10,45439.2,11,8835.4,15146.400000000001
204,2023-12-11,Uttar Pradesh,North,Smartphone,8422,2,10,15159.6,12,5895.4,5053.200000000001
205,2023-04-04,Karnataka,South,AC,22235,2,10,40023.0,4,15564.499999999998,13341.000000000004
206,2023-06-19,West Bengal,East,Headphones,28327,1,15,24077.95,6,19828.899999999998,8498.100000000002
207,2023-10-18,Uttar Pradesh,North,Heater,18173,1,10,16355.7,10,12721.099999999999,5451.9000000000015
208,2023-05-31,Maharashtra,West,Refrigerator,20891,1,10,18801.9,5,14623.699999999999,6267.300000000001
209,2023-10-25,Karnataka,South,Fan,4767,1,0,4767.0,10,3336.8999999999996,1430.1000000000004
210,2023-07-23,Karnataka,South,AC,24093,4,5,91553.4,7,16865.1,28911.600000000006
211,2023-02-12,Maharashtra,West,TV,22814,5,25,85552.5,2,15969.8,34221.0
212,2023-08-16,Tamil Nadu,South,Fan,13941,4,15,47399.4,8,9758.699999999999,16729.200000000004
213,2023-03-12,Gujarat,West,Refrigerator,921,3,5,2624.85,3,644.6999999999999,828.9000000000002
214,2023-03-07,Karnataka,South,Fan,20200,4,5,76760.0,3,14140.0,24240.0
215,2023-07-24,Gujarat,West,TV,10712,3,0,32136.0,7,7498.4,9640.800000000001
216,2023-07-14,Maharashtra,West,TV,13231,4,10,47631.6,7,9261.699999999999,15877.200000000004
217,2023-07-26,Uttar Pradesh,North,Heater,29614,4,20,94764.8,7,20729.8,35536.8
218,2023-10-24,Maharashtra,West,Refrigerator,6428,4,0,25712.0,10,4499.599999999999,7713.600000000002
219,2023-09-30,West Bengal,East,Mobile,16790,2,25,25185.0,9,11753.0,10074.0
220,2023-11-14,West Bengal,East,Tablet,8713,4,20,27881.6,11,6099.099999999999,10455.600000000002
221,2023-11-05,Uttar Pradesh,North,Winter Jacket,5145,5,5,24438.75,11,3601.4999999999995,7717.500000000002
222,2023-12-08,Gujarat,West,Mixer,28169,2,5,53521.1,12,19718.3,16901.4
223,2023-06-24,West Bengal,East,Headphones,23639,2,20,37822.4,6,16547.3,14183.400000000001
224,2023-12-22,Tamil Nadu,South,AC,4425,1,10,3982.5,12,3097.5,1327.5
225,2023-05-14,Karnataka,South,Fan,19056,5,10,85752.0,5,13339.199999999999,28584.000000000007
226,2023-11-18,Delhi,North,Smartphone,18536,2,5,35218.4,11,12975.199999999999,11121.600000000002
227,2023-09-01,Uttar Pradesh,North,Winter Jacket,24726,3,0,74178.0,9,17308.199999999997,22253.40000000001
228,2023-09-01,Gujarat,West,TV,4406,4,15,14980.4,9,3084.2,5287.200000000001
229,2023-03-05,Karnataka,South,Laptop,23684,3,5,67499.4,3,16578.8,21315.600000000002
230,2023-02-24,Gujarat,West,TV,24398,1,20,19518.4,2,17078.6,7319.4000000000015
231,2023-05-31,Uttar Pradesh,North,Smartphone,14395,3,20,34548.0,5,10076.5,12955.5
232,2023-12-18,West Bengal,East,Headphones,29799,3,10,80457.3,12,20859.3,26819.100000000002
233,2023-02-15,Maharashtra,West,Refrigerator,22282,2,0,44564.0,2,15597.4,13369.2
234,2023-03-08,Delhi,North,Winter Jacket,11124,2,0,22248.0,3,7786.799999999999,6674.4000000000015
235,2023-12-22,Karnataka,South,AC,20343,1,10,18308.7,12,14240.099999999999,6102.9000000000015
236,2023-10-27,Maharashtra,West,Mixer,3113,1,5,2957.35,10,2179.1,933.9000000000001
237,2023-08-29,West Bengal,East,Mobile,11619,4,10,41828.4,8,8133.299999999999,13942.800000000003
238,2023-11-16,Delhi,North,Smartphone,20157,2,15,34266.9,11,14109.9,12094.2
239,2023-02-16,Tamil Nadu,South,Laptop,3086,3,10,8332.2,2,2160.2,2777.4000000000005
240,2023-08-22,Gujarat,West,TV,23527,1,20,18821.6,8,16468.899999999998,7058.100000000002
241,2023-08-08,Uttar Pradesh,North,Smartphone,6381,4,10,22971.6,8,4466.7,7657.200000000001
242,2023-10-05,Gujarat,West,Mixer,20723,4,15,70458.2,10,14506.099999999999,24867.600000000006
243,2023-09-20,Tamil Nadu,South,AC,8846,3,20,21230.4,9,6192.2,7961.400000000001
244,2023-12-30,Tamil Nadu,South,Fan,17679,4,15,60108.6,12,12375.3,21214.800000000003
245,2023-04-22,Gujarat,West,Mixer,16598,2,20,26556.800000000003,4,11618.599999999999,9958.800000000003
246,2023-04-30,Gujarat,West,Mixer,23876,3,15,60883.8,4,16713.2,21488.399999999998
247,2023-11-11,Karnataka,South,Laptop,21191,4,25,63573.0,11,14833.699999999999,25429.200000000004
248,2023-06-14,Tamil Nadu,South,Laptop,3797,2,10,6834.6,6,2657.8999999999996,2278.2000000000007
249,2023-03-16,Gujarat,West,Mixer,11566,4,10,41637.6,3,8096.2,13879.2
250,2023-12-22,Tamil Nadu,South,Laptop,1300,2,10,2340.0,12,909.9999999999999,780.0000000000002
251,2023-11-30,Gujarat,West,Mixer,18609,1,5,17678.55,11,13026.3,5582.700000000001
252,2023-11-20,Uttar Pradesh,North,Winter Jacket,26180,1,15,22253.0,11,18326.0,7854.0
253,2023-10-15,Maharashtra,West,TV,16467,5,25,61751.25,10,11526.9,24700.5
254,2023-06-14,Uttar Pradesh,North,Heater,10238,1,15,8702.3,6,7166.599999999999,3071.4000000000005
255,2023-08-22,Tamil Nadu,South,AC,29359,1,0,29359.0,8,20551.3,8807.7
256,2023-10-22,Uttar Pradesh,North,Heater,12819,5,10,57685.5,10,8973.3,19228.500000000004
257,2023-05-30,Karnataka,South,Fan,12271,1,20,9816.8,5,8589.699999999999,3681.300000000001
258,2023-08-28,Uttar Pradesh,North,Heater,27945,3,10,75451.5,8,19561.5,25150.5
259,2023-08-03,Gujarat,West,Mixer,2899,4,15,9856.6,8,2029.3,3478.8
260,2023-09-25,Tamil Nadu,South,Fan,17185,4,0,68740.0,9,12029.5,20622.0
261,2023-12-08,West Bengal,East,Headphones,22955,1,0,22955.0,12,16068.499999999998,6886.500000000002
262,2023-03-07,Uttar Pradesh,North,Heater,16381,2,15,27847.7,3,11466.699999999999,9828.600000000002
263,2023-05-03,Tamil Nadu,South,AC,2627,1,5,2495.65,5,1838.8999999999999,788.1000000000001
264,2023-08-08,Uttar Pradesh,North,Smartphone,16444,4,20,52620.8,8,11510.8,19732.800000000003
265,2023-12-18,West Bengal,East,Tablet,24973,3,20,59935.2,12,17481.1,22475.700000000004
266,2023-01-12,Gujarat,West,Refrigerator,26554,1,15,22570.9,1,18587.8,7966.200000000001
267,2023-04-20,West Bengal,East,Headphones,5991,4,10,21567.6,4,4193.7,7189.200000000001
268,2023-12-14,Delhi,North,Smartphone,4424,4,10,15926.4,12,3096.7999999999997,5308.800000000001
269,2023-03-22,West Bengal,East,Mobile,8740,3,0,26220.0,3,6118.0,7866.0
270,2023-05-13,Karnataka,South,Fan,16205,4,25,48615.0,5,11343.5,19446.0
271,2023-03-08,West Bengal,East,Tablet,3920,3,15,9996.0,3,2744.0,3528.0
272,2023-10-15,Gujarat,West,Mixer,4290,2,10,7722.0,10,3003.0,2574.0
273,2023-01-22,West Bengal,East,Mobile,16364,4,25,49092.0,1,11454.8,19636.800000000003
274,2023-08-20,West Bengal,East,Tablet,24332,3,20,58396.8,8,17032.399999999998,21898.800000000007
275,2023-03-27,Tamil Nadu,South,Fan,19946,1,5,18948.7,3,13962.199999999999,5983.800000000001
